Date,Low,Open,Volume,High,Close,Adjusted Close
13-02-2007,1.649999976158142,1.649999976158142,0,1.649999976158142,1.649999976158142,1.649999976158142
14-02-2007,1.7699999809265137,1.7699999809265137,5000,1.7699999809265137,1.7699999809265137,1.7699999809265137
15-02-2007,1.7699999809265137,1.7699999809265137,0,1.7699999809265137,1.7699999809265137,1.7699999809265137
16-02-2007,1.7699999809265137,1.7699999809265137,0,1.7699999809265137,1.7699999809265137,1.7699999809265137
20-02-2007,1.7200000286102295,1.7200000286102295,2900,1.7200000286102295,1.7200000286102295,1.7200000286102295
21-02-2007,1.7200000286102295,1.7200000286102295,0,1.7200000286102295,1.7200000286102295,1.7200000286102295
22-02-2007,1.649999976158142,1.649999976158142,10500,1.649999976158142,1.649999976158142,1.649999976158142
23-02-2007,1.7300000190734863,1.7400000095367432,2000,1.7400000095367432,1.7400000095367432,1.7400000095367432
26-02-2007,1.6799999475479126,1.6799999475479126,4900,1.7300000190734863,1.6799999475479126,1.6799999475479126
27-02-2007,1.6200000047683716,1.649999976158142,17100,1.649999976158142,1.649999976158142,1.649999976158142
28-02-2007,1.6399999856948853,1.649999976158142,34900,1.6799999475479126,1.649999976158142,1.649999976158142
01-03-2007,1.6299999952316284,1.649999976158142,9000,1.649999976158142,1.649999976158142,1.649999976158142
02-03-2007,1.649999976158142,1.649999976158142,0,1.649999976158142,1.649999976158142,1.649999976158142
05-03-2007,1.4500000476837158,1.4700000286102295,32600,1.5399999618530271,1.4700000286102295,1.4700000286102295
06-03-2007,1.4800000190734863,1.559999942779541,13500,1.559999942779541,1.559999942779541,1.559999942779541
07-03-2007,1.559999942779541,1.559999942779541,0,1.559999942779541,1.559999942779541,1.559999942779541
08-03-2007,1.7899999618530271,1.7899999618530271,102500,1.809999942779541,1.7899999618530271,1.7899999618530271
09-03-2007,1.6699999570846558,1.6699999570846558,5000,1.7100000381469729,1.6699999570846558,1.6699999570846558
12-03-2007,1.690000057220459,1.690000057220459,5000,1.690000057220459,1.690000057220459,1.690000057220459
13-03-2007,1.6299999952316284,1.6699999570846558,16500,1.6699999570846558,1.6699999570846558,1.6699999570846558
14-03-2007,1.5499999523162842,1.5800000429153442,10000,1.5800000429153442,1.5800000429153442,1.5800000429153442
15-03-2007,1.5800000429153442,1.5800000429153442,0,1.5800000429153442,1.5800000429153442,1.5800000429153442
16-03-2007,1.5399999618530271,1.5399999618530271,5000,1.5399999618530271,1.5399999618530271,1.5399999618530271
19-03-2007,1.5399999618530271,1.5399999618530271,0,1.5399999618530271,1.5399999618530271,1.5399999618530271
